Body,Task:Parent.ExternalId__c,Title,Type
Kudos to the team for hitting the quarterly targets! (Item 2376),TASK_00383,Demo Success,TextPost
Just shared the meeting minutes in the shared folder. (Item 2377),TASK_01079,Maintenance Notice,TextPost
Kudos to the team for hitting the quarterly targets! (Item 2378),TASK_00306,Industry News,TextPost
Don't forget to update your status on the project board. (Item 2379),TASK_01088,Internal Announcement,TextPost
Just finished a great meeting with the client! (Item 2380),TASK_00882,Status Update,TextPost
Quick question about the recent system update. (Item 2381),TASK_00124,Internal Announcement,TextPost
Exploring new ways to optimize our workflow. (Item 2382),TASK_00627,Client Meeting,TextPost
Can anyone help me with the latest report? (Item 2383),TASK_00314,Feature Spotlight,TextPost
Initial thoughts on the project proposal look promising. (Item 2384),TASK_00995,Team News,TextPost
Can anyone help me with the latest report? (Item 2385),TASK_00067,Process Improvement,TextPost
Exploring new ways to optimize our workflow. (Item 2386),TASK_00737,Workflow Idea,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 2387),TASK_00219,Goal Achievement,TextPost
Great discussion today about the future roadmap. (Item 2388),TASK_00096,Status Update,TextPost
Just shared the meeting minutes in the shared folder. (Item 2389),TASK_00075,Bug Report,TextPost
Just shared the meeting minutes in the shared folder. (Item 2390),TASK_00460,Quick Memo,TextPost
Initial thoughts on the project proposal look promising. (Item 2391),TASK_00086,Project Update,TextPost
Can anyone help me with the latest report? (Item 2392),TASK_00561,Team News,TextPost
Great work everyone on the recent milestones. (Item 2393),TASK_00018,Process Improvement,TextPost
Found a minor bug in the staging environment. Investigating. (Item 2394),TASK_00935,Demo Success,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 2395),TASK_00856,Industry News,TextPost
Great work everyone on the recent milestones. (Item 2396),TASK_00649,Client Meeting,TextPost
Check out this interesting article on industry trends. (Item 2397),TASK_00250,UI Review,TextPost
Quick question about the recent system update. (Item 2398),TASK_01073,Client Meeting,TextPost
Looking forward to the upcoming product launch. (Item 2399),TASK_00002,Maintenance Notice,TextPost
Successfully migrated the data to the new server. (Item 2400),TASK_00789,Project Update,TextPost
Looking forward to the upcoming product launch. (Item 2401),TASK_01054,Weekly Sync,TextPost
Check out this interesting article on industry trends. (Item 2402),TASK_00824,Project Update,TextPost
Quick question about the recent system update. (Item 2403),TASK_00817,System Alert,TextPost
Looking forward to the upcoming product launch. (Item 2404),TASK_00031,Internal Announcement,TextPost
Found a minor bug in the staging environment. Investigating. (Item 2405),TASK_00100,Client Meeting,TextPost
Just shared the meeting minutes in the shared folder. (Item 2406),TASK_00137,Internal Announcement,TextPost
Can anyone help me with the latest report? (Item 2407),TASK_00038,Workflow Idea,TextPost
Looking for feedback on the new UI mockups. (Item 2408),TASK_00075,Roadmap Discussion,TextPost
Kudos to the team for hitting the quarterly targets! (Item 2409),TASK_00220,System Alert,TextPost
Can anyone help me with the latest report? (Item 2410),TASK_00647,Workflow Idea,TextPost
Don't forget to update your status on the project board. (Item 2411),TASK_00310,Team News,TextPost
Just finished a great meeting with the client! (Item 2412),TASK_00154,Feature Spotlight,TextPost
Important: Please review the attached document by EOD. (Item 2413),TASK_00019,Feedback Required,TextPost
Just finished a great meeting with the client! (Item 2414),TASK_00461,Maintenance Notice,TextPost
Looking forward to the upcoming product launch. (Item 2415),TASK_00594,Bug Report,TextPost
Looking forward to the upcoming product launch. (Item 2416),TASK_00091,Maintenance Notice,TextPost
Exploring new ways to optimize our workflow. (Item 2417),TASK_00083,Feedback Required,TextPost
Happy to announce our new partnership. (Item 2418),TASK_00604,Status Update,TextPost
Important: Please review the attached document by EOD. (Item 2419),TASK_01076,Weekly Sync,TextPost
Kudos to the team for hitting the quarterly targets! (Item 2420),TASK_00658,Workflow Idea,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 2421),TASK_00327,Status Update,TextPost
Working on a new feature that will revolutionize our product. (Item 2422),TASK_00562,Quick Memo,TextPost
Successfully migrated the data to the new server. (Item 2423),TASK_00865,Client Meeting,TextPost
Great work everyone on the recent milestones. (Item 2424),TASK_00038,Status Update,TextPost
Exploring new ways to optimize our workflow. (Item 2425),TASK_01000,UI Review,TextPost
Kudos to the team for hitting the quarterly targets! (Item 2426),TASK_00216,Feature Spotlight,TextPost
Great work everyone on the recent milestones. (Item 2427),TASK_00001,Roadmap Discussion,TextPost
Exploring new ways to optimize our workflow. (Item 2428),TASK_00489,Goal Achievement,TextPost
Just shared the meeting minutes in the shared folder. (Item 2429),TASK_00325,Internal Announcement,TextPost
Exploring new ways to optimize our workflow. (Item 2430),TASK_00435,System Alert,TextPost
The demo went really well. Thanks for all the support! (Item 2431),TASK_00882,System Alert,TextPost
Found a minor bug in the staging environment. Investigating. (Item 2432),TASK_00460,Feedback Required,TextPost
Working on a new feature that will revolutionize our product. (Item 2433),TASK_00081,Weekly Sync,TextPost
Happy to announce our new partnership. (Item 2434),TASK_00219,Goal Achievement,TextPost
The demo went really well. Thanks for all the support! (Item 2435),TASK_01097,Workflow Idea,TextPost
Can anyone help me with the latest report? (Item 2436),TASK_00128,UI Review,TextPost
Found a minor bug in the staging environment. Investigating. (Item 2437),TASK_00083,Status Update,TextPost
Check out this interesting article on industry trends. (Item 2438),TASK_01094,Maintenance Notice,TextPost
Found a minor bug in the staging environment. Investigating. (Item 2439),TASK_00714,Maintenance Notice,TextPost
Can anyone help me with the latest report? (Item 2440),TASK_00720,Project Update,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 2441),TASK_00572,Team News,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 2442),TASK_00139,Quick Memo,TextPost
Check out this interesting article on industry trends. (Item 2443),TASK_00229,Project Update,TextPost
Important: Please review the attached document by EOD. (Item 2444),TASK_00310,Feature Spotlight,TextPost
Great discussion today about the future roadmap. (Item 2445),TASK_00034,Workflow Idea,TextPost
Just shared the meeting minutes in the shared folder. (Item 2446),TASK_00171,Maintenance Notice,TextPost
Quick question about the recent system update. (Item 2447),TASK_00714,System Alert,TextPost
Quick question about the recent system update. (Item 2448),TASK_00041,Feedback Required,TextPost
Important: Please review the attached document by EOD. (Item 2449),TASK_00077,Workflow Idea,TextPost
Important: Please review the attached document by EOD. (Item 2450),TASK_00625,Roadmap Discussion,TextPost
The demo went really well. Thanks for all the support! (Item 2451),TASK_00131,Maintenance Notice,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 2452),TASK_00103,Team News,TextPost
Working on a new feature that will revolutionize our product. (Item 2453),TASK_00688,Demo Success,TextPost
Just shared the meeting minutes in the shared folder. (Item 2454),TASK_00248,UI Review,TextPost
Great work everyone on the recent milestones. (Item 2455),TASK_00597,UI Review,TextPost
Great work everyone on the recent milestones. (Item 2456),TASK_00287,System Alert,TextPost
Just shared the meeting minutes in the shared folder. (Item 2457),TASK_00541,Milestone Reached,TextPost
Check out this interesting article on industry trends. (Item 2458),TASK_00610,Feature Spotlight,TextPost
Kudos to the team for hitting the quarterly targets! (Item 2459),TASK_00216,Feature Spotlight,TextPost
Don't forget to update your status on the project board. (Item 2460),TASK_00174,Weekly Sync,TextPost
Can anyone help me with the latest report? (Item 2461),TASK_00131,Milestone Reached,TextPost
Just shared the meeting minutes in the shared folder. (Item 2462),TASK_00075,Project Update,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 2463),TASK_00086,Team News,TextPost
Just finished a great meeting with the client! (Item 2464),TASK_00876,Project Update,TextPost
Can anyone help me with the latest report? (Item 2465),TASK_00461,Team News,TextPost
The demo went really well. Thanks for all the support! (Item 2466),TASK_00551,Feedback Required,TextPost
Great work everyone on the recent milestones. (Item 2467),TASK_00976,Team News,TextPost
Successfully migrated the data to the new server. (Item 2468),TASK_00248,Bug Report,TextPost
Happy to announce our new partnership. (Item 2469),TASK_00067,Goal Achievement,TextPost
Successfully migrated the data to the new server. (Item 2470),TASK_00680,Milestone Reached,TextPost
Exploring new ways to optimize our workflow. (Item 2471),TASK_00386,Team News,TextPost
Quick question about the recent system update. (Item 2472),TASK_00271,Client Meeting,TextPost
Check out this interesting article on industry trends. (Item 2473),TASK_00380,Roadmap Discussion,TextPost
Don't forget to update your status on the project board. (Item 2474),TASK_00091,Workflow Idea,TextPost
Initial thoughts on the project proposal look promising. (Item 2475),TASK_00662,Goal Achievement,TextPost
Happy to announce our new partnership. (Item 2476),TASK_00569,Process Improvement,TextPost
Initial thoughts on the project proposal look promising. (Item 2477),TASK_00888,Client Meeting,TextPost
Looking for feedback on the new UI mockups. (Item 2478),TASK_00099,System Alert,TextPost
Looking for feedback on the new UI mockups. (Item 2479),TASK_00308,Team News,TextPost
Great work everyone on the recent milestones. (Item 2480),TASK_00262,Weekly Sync,TextPost
The demo went really well. Thanks for all the support! (Item 2481),TASK_00030,Project Update,TextPost
The demo went really well. Thanks for all the support! (Item 2482),TASK_00838,Quick Memo,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 2483),TASK_00160,Client Meeting,TextPost
Looking for feedback on the new UI mockups. (Item 2484),TASK_00786,Client Meeting,TextPost
Great discussion today about the future roadmap. (Item 2485),TASK_00556,UI Review,TextPost
Just finished a great meeting with the client! (Item 2486),TASK_00080,UI Review,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 2487),TASK_00258,Weekly Sync,TextPost
The demo went really well. Thanks for all the support! (Item 2488),TASK_00638,Workflow Idea,TextPost
Looking for feedback on the new UI mockups. (Item 2489),TASK_00919,Demo Success,TextPost
Just shared the meeting minutes in the shared folder. (Item 2490),TASK_00312,Demo Success,TextPost
Reminder: Team sync is tomorrow at 10 AM. (Item 2491),TASK_00621,Team News,TextPost
Great work everyone on the recent milestones. (Item 2492),TASK_00817,Bug Report,TextPost
Kudos to the team for hitting the quarterly targets! (Item 2493),TASK_00163,Maintenance Notice,TextPost
Great work everyone on the recent milestones. (Item 2494),TASK_00982,Quick Memo,TextPost
The demo went really well. Thanks for all the support! (Item 2495),TASK_00589,Weekly Sync,TextPost
Just shared the meeting minutes in the shared folder. (Item 2496),TASK_00295,Process Improvement,TextPost
Just shared the meeting minutes in the shared folder. (Item 2497),TASK_00165,Feature Spotlight,TextPost
Found a minor bug in the staging environment. Investigating. (Item 2498),TASK_00020,Internal Announcement,TextPost
Can anyone help me with the latest report? (Item 2499),TASK_00850,Team News,TextPost
